Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
08 July 2024,19:04:00,CNR5555673638,Success,CID366858,eBike,Majestic,Ramamurthy Nagar,147,35,null,null,No,null,228,UPI,37,3.2,4.6
29 July 2024,10:09:00,CNR1999389987,Canceled by Driver,CID521068,Prime SUV,Kengeri,Peenya,null,null,null,Customer related issue,null,null,101,null,0,null,null
28 July 2024,14:31:00,CNR8260663910,Success,CID891175,Auto,Magadi Road,Koramangala,147,40,null,null,No,null,243,Cash,13,3.0,4.1
27 July 2024,18:38:00,CNR3199980236,Driver Not Found,CID158629,Prime Sedan,Tumkur Road,Jayanagar,null,null,null,null,null,null,260,null,0,null,null
27 July 2024,10:32:00,CNR5375720073,Success,CID688660,Auto,Koramangala,Vijayanagar,266,85,null,null,No,null,402,UPI,13,4.4,3
15 July 2024,19:50:00,CNR1135814588,Driver Not Found,CID489942,Auto,Chickpet,Varthur,null,null,null,null,null,null,461,null,0,null,null
12 July 2024,20:43:00,CNR9032209794,Success,CID444092,eBike,Padmanabhanagar,Bellandur,259,110,null,null,No,null,1786,Cash,1,4.2,3.7
22 July 2024,03:43:00,CNR3939137878,Success,CID918196,Bike,JP Nagar,Frazer Town,84,35,null,null,No,null,437,Cash,37,4.0,3.1
18 July 2024,19:06:00,CNR9515685990,Success,CID886202,Prime SUV,Yelahanka,Hulimavu,252,45,null,null,No,null,358,Cash,14,3.9,3.8
10 July 2024,01:53:00,CNR6546665861,Success,CID951485,Prime Plus,Banashankari,Shantinagar,210,85,null,null,Yes,Other Issue,151,Cash,4,4.5,4.9
10 July 2024,18:06:00,CNR7779101345,Canceled by Driver,CID746367,Mini,Banashankari,Devanahalli,null,null,null,More than permitted people in there,null,null,468,null,0,null,null
08 July 2024,23:46:00,CNR8492364568,Success,CID999137,Auto,Basavanagudi,Vijayanagar,203,135,null,null,No,null,861,Cash,10,3.7,4.1
26 July 2024,04:26:00,CNR7529322465,Canceled by Driver,CID165979,Bike,Devanahalli,Rajajinagar,null,null,null,Customer was coughing/sick,null,null,317,null,0,null,null
06 July 2024,14:32:00,CNR4581908559,Canceled by Driver,CID723716,Prime Plus,Hosur Road,Indiranagar,null,null,null,Personal & Car related issue,null,null,623,null,0,null,null
10 July 2024,22:59:00,CNR3126865833,Success,CID259781,Prime Plus,Kammanahalli,Koramangala,203,65,null,null,No,null,369,UPI,35,3.4,3.3
16 July 2024,21:43:00,CNR7721808496,Canceled by Driver,CID888973,Auto,Ulsoor,Magadi Road,null,null,null,More than permitted people in there,null,null,448,null,0,null,null
16 July 2024,09:02:00,CNR7117826845,Success,CID551517,Prime Sedan,Bannerghatta Road,Peenya,168,100,null,null,No,null,386,UPI,16,4.3,3.8
19 July 2024,22:12:00,CNR8433862667,Canceled by Driver,CID178525,Mini,Shantinagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,128,null,0,null,null
21 July 2024,20:44:00,CNR5064622391,Success,CID473755,Auto,Yelahanka,Bellandur,259,105,null,null,No,null,328,UPI,4,3.7,3.6
28 July 2024,15:41:00,CNR4528346009,Success,CID910204,eBike,MG Road,Jayanagar,245,120,null,null,No,null,444,Cash,7,4.1,3.3
18 July 2024,17:20:00,CNR7499231042,Success,CID340658,Prime Sedan,Richmond Town,Shivajinagar,259,115,null,null,Yes,Other Issue,266,Cash,33,4.9,4.9
03 July 2024,09:41:00,CNR6841550490,Canceled by Driver,CID241012,Bike,Bannerghatta Road,Kammanahalli,null,null,null,Customer was coughing/sick,null,null,283,null,0,null,null
12 July 2024,19:31:00,CNR8554332919,Success,CID905747,Prime Sedan,Basavanagudi,Sahakar Nagar,168,140,null,null,No,null,324,UPI,23,3.2,4.9
30 July 2024,10:49:00,CNR1742012882,Success,CID183051,Mini,Frazer Town,Hennur,301,35,null,null,No,null,806,UPI,6,4.6,4.3
16 July 2024,04:27:00,CNR7452347925,Success,CID803101,Mini,Ulsoor,Bannerghatta Road,140,70,null,null,No,null,491,UPI,30,4.7,3.8
12 July 2024,00:50:00,CNR3112210922,Success,CID619710,Prime SUV,Ramamurthy Nagar,Ulsoor,287,40,null,null,No,null,101,Cash,49,4.1,4.1
30 July 2024,03:57:00,CNR9341968663,Success,CID557447,Bike,Hosur Road,Shantinagar,196,25,null,null,No,null,945,UPI,41,4.2,4.7
27 July 2024,13:31:00,CNR8173733264,Success,CID990824,Prime SUV,Yelahanka,Bannerghatta Road,224,75,null,null,No,null,1534,Cash,49,4.8,3.6
22 July 2024,22:27:00,CNR7266390870,Success,CID420963,Prime SUV,Shantinagar,Hosur Road,147,95,null,null,No,null,295,UPI,24,3.4,4.7
01 July 2024,01:03:00,CNR3993436428,Canceled by Customer,CID647598,eBike,Richmond Town,Chamarajpet,null,null,Driver is not moving towards pickup location,null,null,null,108,null,0,null,null
14 July 2024,09:28:00,CNR5443781858,Success,CID739101,Prime Sedan,Chamarajpet,Padmanabhanagar,252,85,null,null,No,null,759,UPI,30,4.6,3.3
13 July 2024,19:54:00,CNR1740529043,Driver Not Found,CID134438,Mini,Kengeri,Malleshwaram,null,null,null,null,null,null,111,null,0,null,null
10 July 2024,09:55:00,CNR2829656406,Canceled by Driver,CID371910,Prime Sedan,Yelahanka,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,1545,null,0,null,null
04 July 2024,05:26:00,CNR6602649382,Success,CID711681,Prime SUV,Kengeri,Shantinagar,238,115,null,null,No,null,881,Cash,30,3.5,3.5
07 July 2024,09:37:00,CNR5810396846,Success,CID594031,Prime SUV,Bellandur,Sahakar Nagar,287,70,null,null,Yes,Customer Demand,288,Cash,42,3.7,4.6
14 July 2024,08:00:00,CNR8832140827,Success,CID134155,Bike,Rajarajeshwari Nagar,Varthur,231,145,null,null,No,null,421,Cash,36,4.8,3.3
14 July 2024,17:57:00,CNR9817952778,Canceled by Customer,CID362608,Mini,Frazer Town,Kammanahalli,null,null,Driver is not moving towards pickup location,null,null,null,208,null,0,null,null
10 July 2024,05:06:00,CNR5630257896,Canceled by Driver,CID457235,Bike,Jayanagar,Electronic City,null,null,null,Personal & Car related issue,null,null,863,null,0,null,null
27 July 2024,19:20:00,CNR3502070737,Success,CID472235,Prime SUV,Rajarajeshwari Nagar,Chickpet,98,85,null,null,No,null,873,UPI,34,4.4,4
16 July 2024,15:09:00,CNR2780486241,Driver Not Found,CID896212,eBike,Vijayanagar,Magadi Road,null,null,null,null,null,null,358,null,0,null,null
30 July 2024,00:41:00,CNR2984552490,Success,CID646104,Prime Sedan,Padmanabhanagar,Frazer Town,203,25,null,null,No,null,786,UPI,6,3.7,3.8
13 July 2024,01:07:00,CNR6095973953,Success,CID191067,eBike,Kammanahalli,Shantinagar,266,60,null,null,No,null,182,UPI,22,3.9,4.2
30 July 2024,13:27:00,CNR4257543474,Success,CID105636,Prime Sedan,Electronic City,Rajajinagar,287,60,null,null,No,null,302,UPI,7,3.2,3.1
22 July 2024,15:10:00,CNR2511521482,Success,CID204401,Mini,Hennur,Basavanagudi,273,65,null,null,No,null,181,Cash,25,3.8,3.5
22 July 2024,04:23:00,CNR3998301139,Canceled by Customer,CID782907,Mini,Shantinagar,Devanahalli,null,null,Driver is not moving towards pickup location,null,null,null,2609,null,0,null,null
14 July 2024,08:56:00,CNR4861985803,Success,CID456843,Mini,Langford Town,Malleshwaram,238,95,null,null,No,null,181,Cash,36,4.1,4.3
06 July 2024,17:41:00,CNR1034342809,Success,CID721442,Prime Sedan,Koramangala,Hosur Road,280,70,null,null,No,null,292,UPI,48,4.2,4.4
28 July 2024,22:16:00,CNR1002400486,Success,CID322457,eBike,Peenya,Cox Town,98,95,null,null,No,null,502,UPI,2,3.6,3.6
19 July 2024,21:20:00,CNR6035913681,Canceled by Driver,CID761483,Auto,Hosur Road,Kadugodi,null,null,null,Personal & Car related issue,null,null,917,null,0,null,null
19 July 2024,00:06:00,CNR8805137321,Success,CID603617,Bike,Mysore Road,RT Nagar,203,75,null,null,No,null,1561,Cash,5,4.2,3.4
22 July 2024,11:25:00,CNR5548482722,Canceled by Driver,CID192432,Prime Plus,Magadi Road,Malleshwaram,null,null,null,Customer related issue,null,null,149,null,0,null,null
05 July 2024,08:52:00,CNR6193007805,Success,CID675135,eBike,BTM Layout,Hebbal,154,50,null,null,No,null,1437,Cash,32,3.1,3
18 July 2024,20:11:00,CNR3209564485,Success,CID163750,Prime Sedan,Bellandur,Peenya,168,90,null,null,No,null,275,UPI,6,3.8,4.4
14 July 2024,10:54:00,CNR6565224526,Canceled by Driver,CID991654,Mini,MG Road,Hebbal,null,null,null,Personal & Car related issue,null,null,759,null,0,null,null
27 July 2024,17:05:00,CNR8101156593,Driver Not Found,CID914255,Prime Plus,Chamarajpet,Yeshwanthpur,null,null,null,null,null,null,198,null,0,null,null
05 July 2024,08:41:00,CNR5129983328,Driver Not Found,CID681771,Prime Plus,Rajajinagar,Hosur Road,null,null,null,null,null,null,798,null,0,null,null
20 July 2024,11:10:00,CNR5401727196,Canceled by Driver,CID974579,Mini,Padmanabhanagar,Kengeri,null,null,null,Personal & Car related issue,null,null,335,null,0,null,null
21 July 2024,20:29:00,CNR5227849488,Success,CID260894,Mini,BTM Layout,Cox Town,161,45,null,null,No,null,607,UPI,34,3.7,3.6
24 July 2024,22:52:00,CNR9187352002,Success,CID175671,Bike,JP Nagar,Kengeri,294,105,null,null,No,null,451,UPI,6,4.3,3.4
15 July 2024,11:52:00,CNR2053407692,Driver Not Found,CID552655,Mini,Hebbal,Kengeri,null,null,null,null,null,null,170,null,0,null,null
09 July 2024,11:34:00,CNR5938957917,Success,CID459183,eBike,Rajajinagar,BTM Layout,280,100,null,null,No,null,342,UPI,41,4.5,3.9
15 July 2024,13:55:00,CNR8158515512,Success,CID202202,Prime Sedan,Marathahalli,Ulsoor,77,95,null,null,No,null,197,UPI,31,3.6,4.8
14 July 2024,09:19:00,CNR1107648658,Success,CID168237,Prime SUV,RT Nagar,Devanahalli,126,120,null,null,No,null,398,Cash,5,5.0,4.3
26 July 2024,03:59:00,CNR7734049152,Success,CID895976,Auto,Koramangala,Yelahanka,287,35,null,null,No,null,653,UPI,17,3.1,4.4
03 July 2024,15:52:00,CNR3054695745,Canceled by Driver,CID137241,Auto,Banashankari,Banashankari,null,null,null,Personal & Car related issue,null,null,333,null,0,null,null
19 July 2024,14:21:00,CNR7820692052,Success,CID432877,Prime SUV,Magadi Road,Rajarajeshwari Nagar,280,40,null,null,No,null,523,Cash,15,3.8,5
30 July 2024,23:14:00,CNR9938173810,Success,CID969638,Prime Plus,Hosur Road,Padmanabhanagar,140,105,null,null,No,null,343,Cash,49,3.4,3.5
02 July 2024,18:33:00,CNR7242242051,Driver Not Found,CID535347,Prime SUV,Peenya,Malleshwaram,null,null,null,null,null,null,692,null,0,null,null
06 July 2024,10:11:00,CNR2955861426,Success,CID214458,Prime SUV,Bannerghatta Road,Padmanabhanagar,49,60,null,null,No,null,393,UPI,36,4.4,3.9
08 July 2024,14:16:00,CNR3420588046,Success,CID967187,Auto,Jayanagar,Jayanagar,231,75,null,null,No,null,470,UPI,10,3.4,3.5
05 July 2024,14:57:00,CNR8624142700,Success,CID108025,Prime SUV,Bannerghatta Road,BTM Layout,77,90,null,null,No,null,290,Cash,49,3.1,3.9
12 July 2024,04:55:00,CNR7865607453,Success,CID196172,Auto,Hebbal,HSR Layout,133,55,null,null,No,null,240,Cash,8,4.3,5
15 July 2024,01:05:00,CNR8209957474,Driver Not Found,CID814213,Auto,Vijayanagar,Electronic City,null,null,null,null,null,null,223,null,0,null,null
10 July 2024,22:17:00,CNR6360624945,Canceled by Customer,CID934862,Prime Plus,Jayanagar,Langford Town,null,null,Driver asked to cancel,null,null,null,249,null,0,null,null
29 July 2024,13:48:00,CNR3014683807,Success,CID813662,Prime Plus,Nagarbhavi,Vijayanagar,77,135,null,null,No,null,502,Cash,8,4.4,3.7
26 July 2024,05:17:00,CNR3186285836,Success,CID513980,Auto,Basavanagudi,Devanahalli,280,90,null,null,No,null,146,Cash,2,4.8,3.8
28 July 2024,22:19:00,CNR2461983261,Success,CID127102,Bike,Jayanagar,Rajarajeshwari Nagar,245,50,null,null,No,null,307,Cash,36,3.1,4.1
18 July 2024,13:51:00,CNR2115782365,Success,CID906992,Prime SUV,Rajarajeshwari Nagar,Hennur,301,25,null,null,No,null,495,Cash,35,4.7,3.6
11 July 2024,01:31:00,CNR7995720720,Success,CID737893,Prime Sedan,Padmanabhanagar,Ulsoor,224,55,null,null,No,null,193,Cash,20,4.2,3.8
09 July 2024,23:02:00,CNR9048169973,Canceled by Customer,CID566854,Auto,Majestic,Indiranagar,null,null,Driver is not moving towards pickup location,null,null,null,282,null,0,null,null
20 July 2024,00:48:00,CNR1580207573,Success,CID314699,Auto,Malleshwaram,Peenya,196,50,null,null,No,null,303,Cash,15,3.0,4.7
21 July 2024,02:03:00,CNR3082930779,Success,CID651369,Auto,Chickpet,Kadugodi,210,90,null,null,No,null,422,UPI,19,3.2,4.7
14 July 2024,03:56:00,CNR1240953720,Success,CID786795,Prime Sedan,Shantinagar,Yelahanka,224,35,null,null,No,null,2233,Cash,20,3.1,4.7
21 July 2024,18:53:00,CNR7738738822,Success,CID131396,Prime Sedan,Sahakar Nagar,Ramamurthy Nagar,308,35,null,null,No,null,920,Cash,15,4.4,4.4
14 July 2024,21:37:00,CNR8596189861,Success,CID705913,eBike,Rajajinagar,Malleshwaram,105,40,null,null,No,null,421,Cash,16,4.1,4.9
01 July 2024,06:21:00,CNR1625894084,Success,CID676565,Auto,Cox Town,Richmond Town,231,105,null,null,No,null,498,Cash,9,4.2,4.7
13 July 2024,12:33:00,CNR1924859856,Canceled by Driver,CID339838,Auto,Bannerghatta Road,Bannerghatta Road,null,null,null,Personal & Car related issue,null,null,622,null,0,null,null
08 July 2024,18:55:00,CNR1909196768,Success,CID968147,Prime Sedan,Koramangala,Malleshwaram,98,70,null,null,No,null,1700,UPI,27,4.0,4
01 July 2024,18:26:00,CNR8744316302,Success,CID486926,Auto,Basavanagudi,Cox Town,217,30,null,null,No,null,852,UPI,14,4.8,3.7
19 July 2024,06:46:00,CNR8329056041,Success,CID454946,Auto,Electronic City,Ulsoor,280,140,null,null,No,null,306,UPI,3,4.5,4
23 July 2024,19:19:00,CNR8135082870,Canceled by Customer,CID639484,Prime Plus,Bellandur,Malleshwaram,null,null,Driver is not moving towards pickup location,null,null,null,475,null,0,null,null
17 July 2024,14:21:00,CNR3384754927,Canceled by Driver,CID501530,Prime Sedan,BTM Layout,Magadi Road,null,null,null,Personal & Car related issue,null,null,350,null,0,null,null
05 July 2024,10:38:00,CNR1015603835,Success,CID379322,Auto,Nagarbhavi,Whitefield,182,75,null,null,No,null,343,UPI,14,3.9,4.2
23 July 2024,14:52:00,CNR7211652846,Success,CID533638,Prime Sedan,Yelahanka,Hulimavu,231,95,null,null,No,null,123,Cash,10,3.9,3.7
27 July 2024,00:29:00,CNR7618413713,Success,CID521783,Prime Sedan,Banashankari,Marathahalli,287,105,null,null,No,null,383,Cash,30,4.4,3.8
16 July 2024,07:19:00,CNR8707950373,Canceled by Driver,CID353076,Auto,Bannerghatta Road,Yelahanka,null,null,null,Customer was coughing/sick,null,null,252,null,0,null,null
14 July 2024,00:54:00,CNR8070153099,Success,CID376718,Mini,Padmanabhanagar,Majestic,70,125,null,null,No,null,447,Cash,5,3.9,4.4
26 July 2024,13:22:00,CNR1689747664,Success,CID916771,Prime SUV,Kadugodi,Ramamurthy Nagar,49,120,null,null,No,null,196,UPI,34,3.3,3.1
09 July 2024,19:29:00,CNR1302341928,Canceled by Driver,CID382090,Mini,Ramamurthy Nagar,Varthur,null,null,null,Customer related issue,null,null,163,null,0,null,null
28 July 2024,07:29:00,CNR2533219060,Canceled by Driver,CID129728,Mini,Marathahalli,Shivajinagar,null,null,null,Personal & Car related issue,null,null,261,null,0,null,null
08 July 2024,11:18:00,CNR4858352972,Success,CID116109,eBike,Mysore Road,Padmanabhanagar,245,145,null,null,Yes,Vehicle Breakdown,208,Cash,27,4.8,3.3
05 July 2024,17:21:00,CNR3241438790,Success,CID646789,eBike,Nagarbhavi,Nagarbhavi,308,105,null,null,No,null,306,UPI,12,3.7,3.6
20 July 2024,12:26:00,CNR1760257700,Success,CID796573,eBike,Cox Town,Shivajinagar,105,90,null,null,No,null,134,Cash,20,4.3,4.1
23 July 2024,18:34:00,CNR2020640604,Success,CID177046,eBike,Electronic City,Indiranagar,266,75,null,null,No,null,415,Cash,42,3.5,3.4
11 July 2024,05:20:00,CNR9455054191,Driver Not Found,CID702115,Prime SUV,Chamarajpet,Varthur,null,null,null,null,null,null,439,null,0,null,null
19 July 2024,23:07:00,CNR8894131676,Canceled by Driver,CID701279,eBike,Shantinagar,Kadugodi,null,null,null,Customer related issue,null,null,705,null,0,null,null
21 July 2024,09:28:00,CNR3753021645,Success,CID392928,Prime SUV,Shantinagar,Varthur,154,45,null,null,Yes,Other Issue,199,Cash,23,4.5,4
03 July 2024,07:06:00,CNR8637200039,Success,CID322227,Prime Sedan,Ulsoor,Koramangala,301,125,null,null,No,null,302,Cash,7,3.4,3.8
09 July 2024,22:09:00,CNR3602500962,Success,CID955583,Auto,Yelahanka,Mysore Road,294,90,null,null,No,null,119,Cash,9,4.0,3.4
23 July 2024,15:10:00,CNR4643358975,Success,CID177462,Prime Sedan,Malleshwaram,Langford Town,308,120,null,null,No,null,359,Cash,40,3.0,3.5
20 July 2024,14:26:00,CNR7770538568,Success,CID544607,Auto,Electronic City,HSR Layout,259,140,null,null,No,null,400,Credit Card,10,3.6,4
07 July 2024,12:29:00,CNR5654205745,Success,CID772374,Auto,Nagarbhavi,Kengeri,266,110,null,null,No,null,247,UPI,11,3.7,4.4
11 July 2024,06:39:00,CNR6190229497,Success,CID115862,Prime SUV,Kadugodi,Shantinagar,224,70,null,null,No,null,964,UPI,39,3.8,3.4
25 July 2024,01:04:00,CNR7901404716,Success,CID947749,Bike,Ramamurthy Nagar,Kammanahalli,147,55,null,null,No,null,424,UPI,18,3.3,4.4
29 July 2024,11:04:00,CNR7574299002,Canceled by Customer,CID961282,eBike,Shivajinagar,Shantinagar,null,null,Driver is not moving towards pickup location,null,null,null,353,null,0,null,null
18 July 2024,16:06:00,CNR7227622007,Driver Not Found,CID567425,Mini,Chamarajpet,Banashankari,null,null,null,null,null,null,609,null,0,null,null
29 July 2024,12:08:00,CNR6646264225,Canceled by Driver,CID523082,Prime Plus,Bannerghatta Road,Kengeri,null,null,null,Customer was coughing/sick,null,null,396,null,0,null,null
30 July 2024,07:48:00,CNR7472641179,Success,CID171381,Bike,Peenya,Sarjapur Road,161,130,null,null,No,null,125,UPI,35,4.4,3.8
01 July 2024,14:29:00,CNR8836623334,Success,CID862831,Prime SUV,Richmond Town,Hebbal,105,60,null,null,No,null,819,UPI,32,3.3,4.1
16 July 2024,16:56:00,CNR5557417027,Canceled by Driver,CID947706,Prime SUV,Bellandur,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,228,null,0,null,null
17 July 2024,17:08:00,CNR5624828606,Canceled by Customer,CID116326,Auto,BTM Layout,Shivajinagar,null,null,Wrong Address,null,null,null,158,null,0,null,null
15 July 2024,23:07:00,CNR9975958137,Success,CID265080,Bike,Yeshwanthpur,Sarjapur Road,77,45,null,null,No,null,376,UPI,43,3.9,3.5
11 July 2024,09:16:00,CNR7269901062,Driver Not Found,CID694066,Prime SUV,Hulimavu,Varthur,null,null,null,null,null,null,333,null,0,null,null
26 July 2024,10:46:00,CNR4698459649,Driver Not Found,CID936603,Bike,Devanahalli,Nagarbhavi,null,null,null,null,null,null,256,null,0,null,null
14 July 2024,14:08:00,CNR3301387439,Success,CID371416,Bike,Hulimavu,Rajajinagar,56,80,null,null,No,null,327,UPI,49,3.0,4.3
23 July 2024,10:22:00,CNR7477534705,Success,CID630203,Mini,Chamarajpet,Koramangala,301,130,null,null,Yes,Customer Demand,847,UPI,42,4.4,3.3
10 July 2024,10:16:00,CNR8464458658,Success,CID500850,Auto,Sahakar Nagar,Kammanahalli,77,120,null,null,No,null,318,Cash,9,3.3,4.9
03 July 2024,16:38:00,CNR3835579478,Success,CID947204,Auto,Malleshwaram,Devanahalli,280,45,null,null,No,null,141,UPI,13,4.1,4.5
22 July 2024,08:54:00,CNR7936511324,Success,CID757882,Bike,Jayanagar,Kammanahalli,259,145,null,null,No,null,1186,UPI,17,4.4,3.6
09 July 2024,00:06:00,CNR7129345994,Success,CID971284,Prime Sedan,Chickpet,Tumkur Road,112,30,null,null,No,null,159,Cash,35,3.5,3.9
25 July 2024,11:25:00,CNR3947905293,Canceled by Driver,CID353074,Bike,Vijayanagar,Hebbal,null,null,null,Personal & Car related issue,null,null,428,null,0,null,null
16 July 2024,20:55:00,CNR4969846124,Success,CID584150,Prime Plus,Kammanahalli,Hosur Road,196,105,null,null,No,null,224,Debit Card,23,3.7,4.2
21 July 2024,06:13:00,CNR7270381459,Canceled by Driver,CID818896,Auto,Tumkur Road,Basavanagudi,null,null,null,Customer related issue,null,null,1444,null,0,null,null
22 July 2024,02:08:00,CNR7266307289,Driver Not Found,CID364726,Prime Plus,Bannerghatta Road,Jayanagar,null,null,null,null,null,null,133,null,0,null,null
15 July 2024,05:21:00,CNR9103459176,Success,CID963876,Prime Plus,KR Puram,Hennur,217,100,null,null,No,null,218,Cash,7,4.6,4.6
01 July 2024,01:39:00,CNR2629532349,Driver Not Found,CID277267,Prime SUV,Chamarajpet,HSR Layout,null,null,null,null,null,null,936,null,0,null,null
10 July 2024,04:08:00,CNR6059435101,Success,CID551980,Bike,JP Nagar,Ulsoor,287,55,null,null,No,null,498,Cash,8,3.9,3.9
10 July 2024,20:02:00,CNR3548760837,Success,CID748082,Mini,Majestic,Chickpet,35,50,null,null,No,null,288,Cash,23,4.2,4.7
12 July 2024,14:53:00,CNR3825972587,Success,CID176425,Mini,Sahakar Nagar,Kammanahalli,175,105,null,null,No,null,263,Cash,11,3.9,4.1
07 July 2024,00:14:00,CNR3514222534,Success,CID934611,eBike,Yelahanka,Shantinagar,140,125,null,null,No,null,390,UPI,28,4.5,4.4
24 July 2024,18:19:00,CNR2286017464,Driver Not Found,CID960180,Bike,Majestic,Vijayanagar,null,null,null,null,null,null,581,null,0,null,null
06 July 2024,18:19:00,CNR7815511855,Canceled by Driver,CID176542,Mini,BTM Layout,Malleshwaram,null,null,null,Customer was coughing/sick,null,null,252,null,0,null,null
23 July 2024,01:47:00,CNR2635947042,Success,CID348537,Bike,Kadugodi,Electronic City,294,65,null,null,No,null,463,Cash,46,3.7,4.4
22 July 2024,17:58:00,CNR7266673553,Success,CID933122,Prime Plus,Frazer Town,BTM Layout,224,50,null,null,No,null,780,Cash,6,3.7,3.1
06 July 2024,21:02:00,CNR1195122696,Success,CID883556,Bike,Frazer Town,Richmond Town,189,110,null,null,No,null,257,Credit Card,24,3.2,4.6
06 July 2024,18:03:00,CNR5676497305,Success,CID941448,Mini,HSR Layout,MG Road,91,50,null,null,No,null,164,Cash,25,4.8,3.8
09 July 2024,18:35:00,CNR3704387219,Canceled by Driver,CID589847,Bike,Hosur Road,Bellandur,null,null,null,Customer related issue,null,null,420,null,0,null,null
19 July 2024,17:07:00,CNR2278542503,Driver Not Found,CID704463,eBike,Hebbal,Shantinagar,null,null,null,null,null,null,551,null,0,null,null
05 July 2024,06:28:00,CNR1132326701,Success,CID149595,Auto,Padmanabhanagar,Sarjapur Road,70,25,null,null,No,null,887,Cash,1,3.3,5
18 July 2024,02:06:00,CNR1059267365,Success,CID147104,eBike,Ramamurthy Nagar,Richmond Town,126,130,null,null,No,null,428,Cash,7,3.2,4.3
25 July 2024,03:52:00,CNR3341071201,Success,CID464497,Mini,Bannerghatta Road,Hebbal,154,25,null,null,No,null,163,UPI,6,4.2,4.1
19 July 2024,17:36:00,CNR1465980133,Canceled by Driver,CID168445,Prime Plus,Langford Town,Bannerghatta Road,null,null,null,Customer related issue,null,null,432,null,0,null,null
11 July 2024,00:05:00,CNR3508148292,Success,CID848316,Bike,Rajarajeshwari Nagar,Yelahanka,140,55,null,null,No,null,1180,UPI,30,3.1,4.9
17 July 2024,16:43:00,CNR4963558833,Success,CID128769,eBike,Majestic,Rajarajeshwari Nagar,147,140,null,null,No,null,2162,Cash,9,4.6,3.1
06 July 2024,01:58:00,CNR4397157981,Success,CID295181,Mini,Malleshwaram,JP Nagar,259,105,null,null,No,null,449,UPI,20,4.4,3.5
03 July 2024,21:46:00,CNR1517768230,Success,CID144858,Mini,Sarjapur Road,Electronic City,147,50,null,null,No,null,261,Cash,12,3.9,4.1
28 July 2024,18:18:00,CNR1996892349,Success,CID148321,Auto,Banashankari,Hulimavu,98,55,null,null,No,null,289,Cash,6,3.2,4.4
02 July 2024,08:21:00,CNR5635965439,Canceled by Driver,CID748390,Prime SUV,Rajarajeshwari Nagar,Koramangala,null,null,null,Customer was coughing/sick,null,null,494,null,0,null,null
20 July 2024,16:55:00,CNR3318994194,Success,CID498962,Mini,Richmond Town,Yelahanka,280,135,null,null,No,null,473,Cash,13,4.7,4.1
17 July 2024,00:09:00,CNR4080363191,Success,CID984637,Mini,Jayanagar,RT Nagar,182,110,null,null,No,null,691,UPI,46,3.5,4
24 July 2024,21:07:00,CNR8823367480,Canceled by Driver,CID659328,Bike,Bannerghatta Road,Bannerghatta Road,null,null,null,Customer was coughing/sick,null,null,202,null,0,null,null
01 July 2024,03:57:00,CNR1104169848,Success,CID468761,Prime SUV,Electronic City,Banashankari,224,115,null,null,No,null,378,UPI,40,4.6,4.5
10 July 2024,11:36:00,CNR2494342151,Canceled by Customer,CID110719,Prime SUV,Rajarajeshwari Nagar,Banashankari,null,null,Driver is not moving towards pickup location,null,null,null,687,null,0,null,null
04 July 2024,00:12:00,CNR3262382920,Canceled by Driver,CID912187,Auto,Whitefield,BTM Layout,null,null,null,Personal & Car related issue,null,null,343,null,0,null,null
02 July 2024,14:35:00,CNR9087103707,Canceled by Driver,CID664309,Prime Plus,Basavanagudi,Peenya,null,null,null,Customer was coughing/sick,null,null,675,null,0,null,null
19 July 2024,15:57:00,CNR5985648592,Success,CID767555,Prime Sedan,Cox Town,Tumkur Road,70,70,null,null,No,null,432,Cash,41,3.4,3.6
25 July 2024,13:10:00,CNR2292398901,Canceled by Customer,CID767659,Prime Sedan,Langford Town,Padmanabhanagar,null,null,Driver is not moving towards pickup location,null,null,null,393,null,0,null,null
11 July 2024,02:35:00,CNR4644938466,Success,CID755864,Mini,Chickpet,Ramamurthy Nagar,77,25,null,null,No,null,182,UPI,49,4.6,3
23 July 2024,00:39:00,CNR6696137002,Canceled by Driver,CID800880,Auto,Vijayanagar,Rajarajeshwari Nagar,null,null,null,More than permitted people in there,null,null,437,null,0,null,null
12 July 2024,06:35:00,CNR6018086727,Success,CID994990,Prime SUV,Indiranagar,Hebbal,140,60,null,null,No,null,496,Cash,29,3.7,3.2
08 July 2024,06:36:00,CNR5794881634,Canceled by Customer,CID289832,eBike,Richmond Town,Hulimavu,null,null,Change of plans,null,null,null,216,null,0,null,null
13 July 2024,21:20:00,CNR6955885516,Success,CID512030,eBike,Koramangala,Hebbal,154,75,null,null,No,null,912,Cash,6,4.7,3.1
16 July 2024,05:24:00,CNR3921270185,Canceled by Driver,CID605404,Mini,Malleshwaram,Padmanabhanagar,null,null,null,Personal & Car related issue,null,null,465,null,0,null,null
06 July 2024,01:00:00,CNR8534759749,Canceled by Driver,CID257266,Prime Sedan,Rajajinagar,BTM Layout,null,null,null,Customer related issue,null,null,614,null,0,null,null
